Status	Class	ActionTypes	QuoteTypeCrit	SourceProductCodes	Targets	Seq	Name
Active	STRADDLER_no_quotetype_autoadd	AutoAdd	<none>	FIM-TLC-NRPS-TLCTBP;Renewal	01tWC00000DD1oMYAT	20	Year 2 Maintenance Sku added to Tripwire Log Center Term Based Perpetual
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	GOA-GAM-RSS-GOBS_LIC	01tWC00000DD1NKYA1	10	Can only be sold to customers with GoAnywhere Gateway_2
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELIIS	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELIIS_LIC	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315_2
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELISH	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315_3
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELISH_LIC	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315_4
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELIWM	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315_5
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	DM-DLN-RSS-DELIWM_LIC	01tWC00000DD1B9YAL	10	Customer must already own or be purchasing DeliverNow Base RJ07315_6
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	BP-ETM-RSSH-OPENSU	01tWC00000DD1TlYAL	10	Customer must already own or purchase alongside PL0104
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	BP-TSE-RMS-DARKCC	01tWC00000DD19XYAT	10	Customer must already own or purchase alongside PL0125
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	BI-ESN-NRPS-ENHANC	01tWC00000DD1k5YAD	10	Customer must own or be quoted SEQUEL SMB Bundle BI02025
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	BI-ESN-RSS-ENUS_LIC	01tWC00000DD1k8YAD	10	Customer must own or be quoted SEQUEL SMB Bundle BI02028
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	OS-COS-NRST-CIICS	01tWC00000DD24jYAD	10	Have to own Cobalt Strike
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	OS-COS-NRST-CIC1S	01tWC00000DD24jYAD	10	Have to own Cobalt Strike_2
Inactive	CONSTRAINT_no_quotetype	Requires	<none>	OS-COS-NRST-CIC2S	01tWC00000DD24jYAD	10	Have to own Cobalt Strike_3
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	BI-SDW-NRPS-EMMP	01tWC00000DD1jcYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-CMP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-DAP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_2
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-DSVBP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_3
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-EEP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_4
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-PLP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_5
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-RDPP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_6
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-RDSP	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_7
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-NRPS-TRENPE	01tWC00000DCxznYAD;01tWC00000DD1jmYAD	10	Must have SEQUEL Data Warehouse RODIN Select License BI01103 or BI01114_8
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-CMS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-DATA_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_2
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-DSVBS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_3
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-EES_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_4
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-EMMS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_5
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-PLS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_6
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-RDPS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_7
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-RDSS_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_8
Inactive	CONSTRAINT_no_quotetype	Validate|Validate	<none>	BI-SDW-RSS-TRENSU_LIC	01tWC00000DD2DLYA1;01tWC00000DD2DPYA1	10	Must have Subscription RODIN Select License_Bronze Edition BI01503orBI01514_9
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	RPA-AUT-NRPS-AUEN	01tWC00000DD13xYAD	10	Requires Automate BPAPlus AgentBot_Dev ToolStudio
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	RPA-AIC-NRPS-AICP	01tWC00000DD14HYAT	10	Requires existing Automate Server license
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	RPA-AIC-RSS-AICS_LIC	01tWC00000DD14HYAT	10	Requires existing Automate Server license_2
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	RPA-AUD-NRPS-APAPP	01tWC00000DD14nYAD	10	Requires existing license of Automate Professional
Inactive	CONSTRAINT_no_quotetype	Validate	<none>	RPA-AUD-RSS-APAPS_LIC	01tWC00000DD14nYAD	10	Requires existing license of Automate Professional_2
Inactive	NEW_business_autoadd	AutoAdd	QuoteTypeText__c=New	FIM-TLC-NRPS-TRCP	01tWC00000DD1obYAD	10	Year1Maintenance Sku added to Tripwire Log Center for Databases includ Perpetual
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-CCMLIS_LIC	01tWC00000DD16FYAT;01tWC00000DD16DYAT	10	Renew CCM Limited Management Server Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-CCMNDS_LIC	01tWC00000DD15tYAD;01tWC00000DD15rYAD	10	Renew CCM for Network Devices Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-CCMSES_LIC	01tWC00000DD15yYAD;01tWC00000DD15wYAD	10	Renew CCM for Servers Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-CCMSID_LIC	01tWC00000DD163YAD;01tWC00000DD161YAD	10	Renew CCM for Single Purpose Devices Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-CCMWOS_LIC	01tWC00000DD168YAD;01tWC00000DD166YAD	10	Renew CCM for Workstations Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-DPELIS_LIC	01tWC00000DD1BXYA1;01tWC00000DD1BVYA1	10	Renew Device Profiler Ev Limited Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-DPESUB_LIC	01tWC00000DD1BPYA1;01tWC00000DD1BNYA1	10	Renew Device Profiler Ev Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-DPESUB_LIC	01tWC00000DD1HyYAL;01tWC00000DD1HwYAL	10	Renew File Integrity Manager for Desktops Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-FIMFSS_LIC	01tWC00000DD1I6YAL;01tWC00000DD1I4YAL	10	Renew File Integrity Manager for File Systems Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-FIMNDS_LIC	01tWC00000DD1IKYA1;01tWC00000DD1IIYA1	10	Renew File Integrity Manager for Network Devices Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-FIMNDS_LIC	01tWC00000DD1IPYA1;01tWC00000DD1INYA1	10	Renew File Integrity Manager for POS End Point Systems Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-FIMNDS_LIC	01tWC00000DD1IUYA1;01tWC00000DD1ISYA1	10	Renew File Integrity Manager for POS Servers Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-FIMVES_LIC	01tWC00000DD1IfYAL;01tWC00000DD1IdYAL	10	Renew File Integrity Manager for VMware ESX Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-IP36SU_LIC	01tWC00000DCwWWYA1;01tWC00000DCwWUYA1	10	Renew IP360 Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMDS_LIC	01tWC00000DD1V7YAL;01tWC00000DD1V5YAL	10	Renew Policy Manager for Desktops Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMFSS_LIC	01tWC00000DD1VCYA1;01tWC00000DD1VAYA1	10	Renew Policy Manager for File Systems Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMNDS_LIC	01tWC00000DD1ZxYAL;01tWC00000DD1ZvYAL	10	Renew Policy Manager for Network Devices Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMPS_LIC	01tWC00000DD1a2YAD;01tWC00000DD1a0YAD	10	Renew Policy Manager for POS End Point Systems Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMPSS_LIC	01tWC00000DD1a7YAD;01tWC00000DD1a5YAD	10	Renew Policy Manager for POS Servers Sku
Inactive	RENEWAL_maint_autoadd	AutoAdd|AutoRemove	QuoteTypeText__c=Renewal	FIM-FIM-RSS-PMVES_LIC	01tWC00000DD1aCYAT;01tWC00000DD1aAYAT	10	Renew Policy Manager for VMware ESX Sku
