AttributeValue,QuoteLineItemId,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.UnitPrice,QuoteLineItem.TotalPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status,QuoteLineItem.Quote.QuoteTypeText__c
Premier,0QLWC000003DdBJ4A0,GS-GSE-RNM-TRANNE,New Maintenance,,687.96,687.96,,Approved,Renewal
Professional,0QLWC000003DDBJ4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,630.09,630.09,,Approved,Renewal
Professional,0QLWC000003DDbj4AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,190.23,190.23,,Approved,Renewal
Professional,0QLWC000003DDBj4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1770.48,1770.48,,Approved,Renewal
Premier,0QLWC000003DdBK4A0,GS-GSE-RNM-HTTPSS,New Maintenance,,859.95,859.95,,Approved,Renewal
Professional,0QLWC000003DDBK4A4,GS-GSE-RRM-EFSERV,Renewal Maintenance,,688.93,688.93,,Approved,Renewal
Professional,0QLWC000003DDbk4AG,GS-GSE-RRM-EFTEO,Renewal Maintenance,,190.23,190.23,,Approved,Renewal
Professional,0QLWC000003DDBk4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1770.48,1770.48,,Approved,Renewal
Premier,0QLWC000003DdBL4A0,GS-GSE-RNM-REGUNE,New Maintenance,,859.95,859.95,,Approved,Renewal
Professional,0QLWC000003DDBL4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,2810.15,2810.15,,Approved,Renewal
Professional,0QLWC000003DDbl4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,320.63,320.63,,Approved,Renewal
Professional,0QLWC000003DDBl4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,2303.4,2303.4,,Approved,Renewal
Premier,0QLWC000003DdBM4A0,GS-GSE-RNM-SFTPNE,New Maintenance,,450.45,450.45,,Approved,Renewal
Professional,0QLWC000003DDBM4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,2810.15,2810.15,,Approved,Renewal
Professional,0QLWC000003DDbm4AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,221.27,221.27,,Approved,Renewal
Professional,0QLWC000003DDBm4AO,GS-GSE-RRM-EBMM,Renewal Maintenance,,2303.4,2303.4,,Approved,Renewal
Premier,0QLWC000003DdBN4A0,GS-GSE-RNM-SCHENE,New Maintenance,,206.39,206.39,,Approved,Renewal
Professional,0QLWC000003DDBN4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,2624.83,2624.83,,Approved,Renewal
Professional,0QLWC000003DDbn4AG,GS-GSE-RRM-EFTEO,Renewal Maintenance,,221.27,221.27,,Approved,Renewal
Professional,0QLWC000003DDBn4AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1611.33,1611.33,,Approved,Renewal
Premier,0QLWC000003DdBO4A0,GS-GSE-RNM-ARNM,New Maintenance,,206.39,206.39,,Approved,Renewal
Professional,0QLWC000003DDBO4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,252.33,252.33,,Approved,Renewal
Professional,0QLWC000003DDBo4AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1611.33,1611.33,,Approved,Renewal
Premier,0QLWC000003DdBP4A0,GS-GSE-RNM-FOLDNE,New Maintenance,,189.19,189.19,,Approved,Renewal
Professional,0QLWC000003DDBP4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,252.33,252.33,,Approved,Renewal
Professional,0QLWC000003DDBp4AO,GS-GSE-RRM-WSMM,Renewal Maintenance,,344.82,344.82,,Approved,Renewal
Professional,0QLWC000003DdbP4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,225.13,225.13,,Approved,Renewal
Premier,0QLWC000003DdBQ4A0,GS-GSE-RNM-TRANNE,New Maintenance,,343.98,343.98,,Approved,Renewal
Professional,0QLWC000003DDBQ4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,884.72,884.72,,Approved,Renewal
Professional,0QLWC000003DDBq4AO,GS-GSE-RRM-WSMM,Renewal Maintenance,,344.82,344.82,,Approved,Renewal
Professional,0QLWC000003DdbQ4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,326.2,326.2,,Approved,Renewal
Premier,0QLWC000003DdBR4A0,GS-GSE-RNM-HTTPSS,New Maintenance,,429.98,429.98,,Approved,Renewal
Professional,0QLWC000003DDBR4A4,GS-GSE-RRM-EFTAW,Renewal Maintenance,,806.19,806.19,,Approved,Renewal
Premier,0QLWC000003DDBr4AO,GS-GSE-RRM-WSMM,Renewal Maintenance,,43.97,43.97,,Approved,Renewal
Professional,0QLWC000003DdbR4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,281.41,281.41,,Approved,Renewal
Premier,0QLWC000003DdBS4A0,GS-GSE-RNM-REGUNE,New Maintenance,,429.98,429.98,,Approved,Renewal
Professional,0QLWC000003DDBS4A4,GS-GSE-RRM-EBMM,Renewal Maintenance,,1151.7,1151.7,,Approved,Renewal
Professional,0QLWC000003DDbs4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,3913.78,3913.78,,Approved,Renewal
Premier,0QLWC000003DDBs4AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,64.44,64.44,,Approved,Renewal
Professional,0QLWC000003DdbS4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,407.75,407.75,,Approved,Renewal
Premier,0QLWC000003DdBT4A0,GS-GSE-RNM-SFTPNE,New Maintenance,,225.23,225.23,,Approved,Renewal
Professional,0QLWC000003DDBT4A4,GS-GSE-RRM-WSMM,Renewal Maintenance,,172.41,172.41,,Approved,Renewal
Professional,0QLWC000003DDbt4AG,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1201.3,1201.3,,Approved,Renewal
Premier,0QLWC000003DDBt4AO,GS-GSE-RRM-EERM,Renewal Maintenance,,669.54,669.54,,Approved,Renewal
Professional,0QLWC000003DdbT4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,303.5,303.5,,Approved,Renewal
Premier,0QLWC000003DdBU4A0,GS-GSE-RNM-SCHENE,New Maintenance,,103.2,103.2,,Approved,Renewal
Professional,0QLWC000003DDBU4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,1405.07,1405.07,,Approved,Renewal
Professional,0QLWC000003DDbu4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,1291.07,1291.07,,Approved,Renewal
Professional,0QLWC000003DDBu4AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,136.99,136.99,,Approved,Renewal
Professional,0QLWC000003DdbU4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,439.76,439.76,,Approved,Renewal
Professional,0QLWC000003DDBV4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,1731.74,1731.74,,Approved,Renewal
Professional,0QLWC000003DDbv4AG,GS-GSE-RRM-EFTAW,Renewal Maintenance,,396.53,396.53,,Approved,Renewal
Premier,0QLWC000003DDBv4AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,225.82,225.82,,Approved,Renewal
Professional,0QLWC000003DDBW4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,166.47,166.47,,Approved,Renewal
Professional,0QLWC000003DDbw4AG,GS-GSE-RRM-EFTAW,Renewal Maintenance,,647.8,647.8,,Approved,Renewal
Premier,0QLWC000003DDBw4AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,64.44,64.44,,Approved,Renewal
Professional,0QLWC000003DDBX4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,5249.66,5249.66,,Approved,Renewal
Professional,0QLWC000003DDbx4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,696.21,696.21,,Approved,Renewal
Premier,0QLWC000003DDBx4AO,GS-GSE-RRM-DMGA,Renewal Maintenance,,358.36,358.36,,Approved,Renewal
Professional,0QLWC000003DDBY4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,166.47,166.47,,Approved,Renewal
Professional,0QLWC000003DDby4AG,GS-GSE-RRM-EFTAW,Renewal Maintenance,,213.83,213.83,,Approved,Renewal
Professional,0QLWC000003DDBZ4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,5249.66,5249.66,,Approved,Renewal
Professional,0QLWC000003DDbz4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,2110.51,2110.51,,Approved,Renewal
Professional,0QLWC000003DDC54AO,GS-GSE-RRM-EERM,Renewal Maintenance,,6106.05,6106.05,,Approved,Renewal
Professional,0QLWC000003DDC64AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,588.2,588.2,,Approved,Renewal
Professional,0QLWC000003DDC74AO,GS-GSE-RRM-EOPM,Renewal Maintenance,,588.2,588.2,,Approved,Renewal
Professional,0QLWC000003DDC84AO,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2059.3,2059.3,,Approved,Renewal
Professional,0QLWC000003DDC94AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1874.19,1874.19,,Approved,Renewal
Professional,0QLWC000003DDCA4A4,GS-GSE-RRM-WSMM,Renewal Maintenance,,401.07,401.07,,Approved,Renewal
Professional,0QLWC000003DDCB4A4,GS-GSE-RRM-EFSERV,Renewal Maintenance,,801.31,801.31,,Approved,Renewal
Professional,0QLWC000003DDCC4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,3268.58,3268.58,,Approved,Renewal
Professional,0QLWC000003DDCD4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,3053.02,3053.02,,Approved,Renewal
Professional,0QLWC000003DDCE4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,293.49,293.49,,Approved,Renewal
Professional,0QLWC000003DDCF4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,293.49,293.49,,Approved,Renewal
Professional,0QLWC000003DDCG4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1029.04,1029.04,,Approved,Renewal
Professional,0QLWC000003DDCH4A4,GS-GSE-RRM-EFTAW,Renewal Maintenance,,937.71,937.71,,Approved,Renewal
Professional,0QLWC000003DDCI4A4,GS-GSE-RRM-WSMM,Renewal Maintenance,,200.54,200.54,,Approved,Renewal
Professional,0QLWC000003DDCJ4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,1634.29,1634.29,,Approved,Renewal
Professional,0QLWC000003DDCK4A4,GS-GSE-RRM-EERM,Renewal Maintenance,,2014.24,2014.24,,Approved,Renewal
Professional,0QLWC000003DDCL4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,193.63,193.63,,Approved,Renewal
Professional,0QLWC000003DDCM4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,193.63,193.63,,Approved,Renewal
Professional,0QLWC000003DDCN4A4,GS-GSE-RRM-EFTAS,Renewal Maintenance,,679.53,679.53,,Approved,Renewal
Professional,0QLWC000003DDCO4A4,GS-GSE-RRM-EFTAW,Renewal Maintenance,,618.64,618.64,,Approved,Renewal
Professional,0QLWC000003DDCP4A4,GS-GSE-RRM-WSMM,Renewal Maintenance,,133.69,133.69,,Approved,Renewal
Professional,0QLWC000003DDCQ4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,1078.97,1078.97,,Approved,Renewal
Professional,0QLWC000003DDcu4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDcv4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDcw4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDcx4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDcy4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDcz4AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,307.46,307.46,,Approved,Renewal
Professional,0QLWC000003DDd04AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd14AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd24AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd34AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd44AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd54AG,GS-GSE-RRM-EFTSF,Renewal Maintenance,,212.19,212.19,,Approved,Renewal
Professional,0QLWC000003DDd84AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Professional,0QLWC000003DDd94AG,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Premier,0QLWC000003Ddda4AC,GS-GSE-RRM-EFTAS,Renewal Maintenance,,737.82,737.82,,Approved,Renewal
Professional,0QLWC000003DDdA4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Premier,0QLWC000003Dddb4AC,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1117.75,1117.75,,Approved,Renewal
Professional,0QLWC000003DDdB4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Premier,0QLWC000003Dddc4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,6630.72,6630.72,,Approved,Renewal
Professional,0QLWC000003DDdC4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Premier,0QLWC000003Dddd4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,2187.91,2187.91,,Approved,Renewal
Professional,0QLWC000003DDdD4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Premier,0QLWC000003Ddde4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,3315.36,3315.36,,Approved,Renewal
Professional,0QLWC000003DDdE4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Premier,0QLWC000003Dddf4AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,638.21,638.21,,Approved,Renewal
Professional,0QLWC000003DDdF4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Premier,0QLWC000003Dddg4AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,210.68,210.68,,Approved,Renewal
Professional,0QLWC000003DDdG4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Premier,0QLWC000003Dddh4AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,319.11,319.11,,Approved,Renewal
Professional,0QLWC000003DDdH4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Standard,0QLWC000003DDdi4AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,37.26,37.26,,Approved,Renewal
Professional,0QLWC000003DDdI4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Standard,0QLWC000003DDdj4AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,46.57,46.57,,Approved,Renewal
Professional,0QLWC000003DDdJ4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Standard,0QLWC000003DDdk4AG,GS-CFT-RRM-CF9REN,Renewal Maintenance,,50.22,50.22,,Approved,Renewal
Professional,0QLWC000003DDdK4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Professional,0QLWC000003DDdL4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Professional,0QLWC000003DDdM4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Premier,0QLWC000003Dddn4AC,GS-GSE-RRM-DMRM,Renewal Maintenance,,1481.8,1481.8,,Approved,Renewal
Professional,0QLWC000003DDdN4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Premier,0QLWC000003Dddo4AC,GS-GSE-RRM-DMRM,Renewal Maintenance,,488.75,488.75,,Approved,Renewal
Professional,0QLWC000003DDdO4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Premier,0QLWC000003Dddp4AC,GS-GSE-RRM-DMRM,Renewal Maintenance,,741.31,741.31,,Approved,Renewal
Professional,0QLWC000003DDdP4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Dddq4AC,GS-GSE-RRM-EFAR,Renewal Maintenance,,591.74,591.74,,Approved,Renewal
Professional,0QLWC000003DDdQ4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Dddr4AC,GS-GSE-RRM-EFAR,Renewal Maintenance,,195.34,195.34,,Approved,Renewal
Professional,0QLWC000003DDdR4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Ddds4AC,GS-GSE-RRM-EFAR,Renewal Maintenance,,295.87,295.87,,Approved,Renewal
Professional,0QLWC000003DDdS4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Dddt4AC,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2073.54,2073.54,,Approved,Renewal
Premier,0QLWC000003DddT4AS,GS-GSE-RRM-DMRM,Renewal Maintenance,,1598.18,1598.18,,Approved,Renewal
Professional,0QLWC000003DDdT4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Dddu4AC,GS-GSE-RRM-EFTAS,Renewal Maintenance,,684.1,684.1,,Approved,Renewal
Premier,0QLWC000003DddU4AS,GS-GSE-RRM-DMRM,Renewal Maintenance,,527.14,527.14,,Approved,Renewal
Professional,0QLWC000003DDdU4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,246.84,246.84,,Approved,Renewal
Premier,0QLWC000003Dddv4AC,GS-GSE-RRM-EFTAS,Renewal Maintenance,,1036.36,1036.36,,Approved,Renewal
Professional,0QLWC000003DDdv4AG,GS-GSE-RRM-DMGA,Renewal Maintenance,,3133.84,3133.84,,Approved,Renewal
Premier,0QLWC000003DddV4AS,GS-GSE-RRM-DMRM,Renewal Maintenance,,799.53,799.53,,Approved,Renewal
Professional,0QLWC000003DDdV4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,357.67,357.67,,Approved,Renewal
Premier,0QLWC000003Dddw4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,6147.88,6147.88,,Approved,Renewal
Professional,0QLWC000003DDdw4AG,GS-GSE-RRM-EERM,Renewal Maintenance,,5854.35,5854.35,,Approved,Renewal
Premier,0QLWC000003DddW4AS,GS-GSE-RRM-EFAR,Renewal Maintenance,,638.21,638.21,,Approved,Renewal
Premier,0QLWC000003Dddx4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,2028.59,2028.59,,Approved,Renewal
Professional,0QLWC000003DDdx4AG,GS-GSE-RRM-EFTAW,Renewal Maintenance,,1796.94,1796.94,,Approved,Renewal
Premier,0QLWC000003DddX4AS,GS-GSE-RRM-EFAR,Renewal Maintenance,,210.68,210.68,,Approved,Renewal
Premier,0QLWC000003Dddy4AC,GS-GSE-RRM-EERM,Renewal Maintenance,,3073.94,3073.94,,Approved,Renewal
Professional,0QLWC000003DDdy4AG,GS-GSE-RRM-EOPM,Renewal Maintenance,,563.95,563.95,,Approved,Renewal
Premier,0QLWC000003DddY4AS,GS-GSE-RRM-EFAR,Renewal Maintenance,,319.11,319.11,,Approved,Renewal
Premier,0QLWC000003Dddz4AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,591.74,591.74,,Approved,Renewal
Professional,0QLWC000003DDdz4AG,GS-GSE-RRM-DMRM,Renewal Maintenance,,1411.63,1411.63,,Approved,Renewal
Premier,0QLWC000003DddZ4AS,GS-GSE-RRM-EFTAS,Renewal Maintenance,,2236.39,2236.39,,Approved,Renewal
Premier,0QLWC000003Dde04AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,195.34,195.34,,Approved,Renewal
Professional,0QLWC000003DDe04AG,GS-GSE-RRM-EERM,Renewal Maintenance,,1931.21,1931.21,,Approved,Renewal
Professional,0QLWC000003DZOw4AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,165.78,165.78,,Approved,Renewal
Professional,0QLWC000003DzoW4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,219.17,219.17,,Approved,Renewal
Professional,0QLWC000003DZoW4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,188.84,188.84,,Approved,Renewal
Professional,0QLWC000003DZOx4AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,165.78,165.78,,Approved,Renewal
Professional,0QLWC000003DzoX4AS,GS-GSE-RRM-EFHT,Renewal Maintenance,,219.17,219.17,,Approved,Renewal
Professional,0QLWC000003DZoX4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,188.84,188.84,,Approved,Renewal
Professional,0QLWC000003DzOy4AK,GS-GSE-RNM-ASMANM,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZOy4AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003DzoY4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,396.98,396.98,,Approved,Renewal
Professional,0QLWC000003DZoY4AW,GS-GSE-RRM-EFTSF,Renewal Maintenance,,188.84,188.84,,Approved,Renewal
Premier,0QLWC000003DZOZ4A4,GS-GSE-RRM-EFEX,Renewal Maintenance,,910.78,910.78,,Approved,Renewal
Professional,0QLWC000003DzOz4AK,GS-GSE-RNM-EFTAU,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZOz4AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003DzoZ4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,396.98,396.98,,Approved,Renewal
Professional,0QLWC000003DZoZ4AW,GS-GSE-RRM-EFEX,Renewal Maintenance,,273.63,273.63,,Approved,Renewal
Professional,0QLWC000003DzP04AK,GS-GSE-RNM-EFTO,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZP04AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003DzP14AK,GS-GSE-RNM-EFAD,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZP14AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,165.78,165.78,,Approved,Renewal
Professional,0QLWC000003DZP24AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,165.78,165.78,,Approved,Renewal
Professional,0QLWC000003DZP34AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003DZP44AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003Dzp54AC,GS-GSE-RRM-EFEX,Renewal Maintenance,,331.6,331.6,,Approved,Renewal
Professional,0QLWC000003DZP54AO,GS-GSE-RRM-EERM,Renewal Maintenance,,2926.87,2926.87,,Approved,Renewal
Professional,0QLWC000003Dzp64AC,GS-GSE-RRM-EFTSF,Renewal Maintenance,,228.85,228.85,,Approved,Renewal
Professional,0QLWC000003DZP64AO,GS-GSE-RRM-EERM,Renewal Maintenance,,2926.87,2926.87,,Approved,Renewal
Professional,0QLWC000003DZP74AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,898.38,898.38,,Approved,Renewal
Professional,0QLWC000003DZP84AO,GS-GSE-RRM-EFTAW,Renewal Maintenance,,898.38,898.38,,Approved,Renewal
Professional,0QLWC000003DZP94AO,GS-GSE-RRM-EFAR,Renewal Maintenance,,281.95,281.95,,Approved,Renewal
Professional,0QLWC000003DZPA4A4,GS-GSE-RRM-EFAR,Renewal Maintenance,,281.95,281.95,,Approved,Renewal
Professional,0QLWC000003DZPB4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,1566.76,1566.76,,Approved,Renewal
Professional,0QLWC000003DzpB4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,341.15,341.15,,Approved,Renewal
Professional,0QLWC000003DZPC4A4,GS-GSE-RRM-DMGA,Renewal Maintenance,,1566.76,1566.76,,Approved,Renewal
Professional,0QLWC000003DzpC4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,235.44,235.44,,Approved,Renewal
Professional,0QLWC000003DZPD4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,281.95,281.95,,Approved,Renewal
Professional,0QLWC000003DzpD4AS,GS-GSE-RRM-EFHT,Renewal Maintenance,,235.44,235.44,,Approved,Renewal
Professional,0QLWC000003DZPE4A4,GS-GSE-RRM-EOPM,Renewal Maintenance,,281.95,281.95,,Approved,Renewal
Professional,0QLWC000003DzpE4AS,GS-GSE-RRM-EFTEX,Renewal Maintenance,,235.44,235.44,,Approved,Renewal
Professional,0QLWC000003DZPF4A4,GS-GSE-RRM-EFEX,Renewal Maintenance,,153.15,153.15,,Approved,Renewal
Professional,0QLWC000003DzpF4AS,GS-GSE-RRM-EFEX,Renewal Maintenance,,426.44,426.44,,Approved,Renewal
Professional,0QLWC000003DZPG4A4,GS-GSE-RRM-EFTSF,Renewal Maintenance,,105.7,105.7,,Approved,Renewal
Professional,0QLWC000003DzpG4AS,GS-GSE-RRM-EFTSF,Renewal Maintenance,,294.3,294.3,,Approved,Renewal
Professional,0QLWC000003DZPH4A4,GS-GSE-RRM-EFEX,Renewal Maintenance,,165.78,165.78,,Approved,Renewal
Professional,0QLWC000003DzpH4AS,GS-GSE-RRM-EFHT,Renewal Maintenance,,294.3,294.3,,Approved,Renewal
Professional,0QLWC000003DZPI4A4,GS-GSE-RRM-EFTSF,Renewal Maintenance,,114.42,114.42,,Approved,Renewal
Professional,0QLWC000003DZPL4A4,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZPN4A4,GS-GSE-RNM-SFTPNE,New Maintenance,,320.84,320.84,,Approved,New
Professional,0QLWC000003DzPP4A0,GS-GSE-RNM-EFT8,New Maintenance,,0,0,,Approved,New
Professional,0QLWC000003DZPq4AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,178.8,178.8,,Approved,Renewal
Professional,0QLWC000003DZPr4AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,178.8,178.8,,Approved,Renewal
Professional,0QLWC000003DZPs4AO,GS-GSE-RRM-EFEX,Renewal Maintenance,,178.8,178.8,,Approved,Renewal
Professional,0QLWC000003DZPt4AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,123.4,123.4,,Approved,Renewal
Professional,0QLWC000003DZPu4AO,GS-GSE-RRM-EFTSF,Renewal Maintenance,,123.4,123.4,,Approved,Renewal
Premier,0QLWC000003Dzqa4AC,GS-GSE-RRM-EOPM,Renewal Maintenance,,845.34,845.34,,Approved,Renewal
Premier,0QLWC000003Dzqb4AC,GS-GSE-RRM-EFAR,Renewal Maintenance,,845.34,845.34,,Approved,Renewal
Premier,0QLWC000003Dzqc4AC,GS-GSE-RRM-EWRM,Renewal Maintenance,,2116.86,2116.86,,Approved,Renewal
