AttributeValue,QuoteLineItemId,QuoteLineItem.Product2Id,QuoteLineItem.Product2.Name,QuoteLineItem.Product2.ProductCode,QuoteLineItem.Fortra_Product_Type__c,QuoteLineItem.NetUnitPrice,QuoteLineItem.Source_List_Price__c,QuoteLineItem.Quote.Status
Professional,0QLWC000003DjtJ4AS,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003Djtk4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtK4AS,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Professional,0QLWC000003Djtl4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtL4AS,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003Djtm4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtM4AS,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003Djtn4AC,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtN4AS,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003Djto4AC,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003Djtp4AC,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003Djtq4AC,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DjTq4AK,01tWC00000DD1FzYAL,EFT SFTP SSH2 Module-NewMaintenance,GS-GSE-RNM-ESSM,New Maintenance,,,Approved
Premier,0QLWC000003Djtr4AC,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtR4AS,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtS4AS,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DjtT4AS,01tWC00000DD1EwYAL,EFT Express DMZ Gateway-RenewalMaintenance,GS-GSE-RRM-EFEXPR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DjTw4AK,01tWC00000DD1DwYAL,EFT 8 Continuum-NewMaintenance,GS-GSE-RNM-EFT8,New Maintenance,,,Approved
Premier,0QLWC000003DjTz4AK,01tWC00000DD11aYAD,Advanced Authentication Modes - Yearly-NewMaintenance,GS-GSE-RNM-AAMYNM,New Maintenance,,,Approved
Professional,0QLWC000003Dju04AC,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003Dju14AC,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003DjU14AK,01tWC00000DD1kbYAD,SFTP Server - Yearly-NewMaintenance,GS-GSE-RNM-SSYNM,New Maintenance,,,Approved
Professional,0QLWC000003Dju24AC,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCJ4A0,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCK4A0,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCL4A0,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCM4A0,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCN4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCO4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCP4A0,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuCQ4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuCR4A0,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuCu4AK,01tWC00000DD1EEYA1,EFT ARM Module-NewMaintenance,GS-GSE-RNM-EAMM,New Maintenance,,,Approved
Premier,0QLWC000003DuCw4AK,01tWC00000DD1EKYA1,EFT ASM Module-NewMaintenance,GS-GSE-RNM-EFNM,New Maintenance,,,Approved
Premier,0QLWC000003DuCx4AK,01tWC00000DD1EiYAL,EFT Enterprise-NewMaintenance,GS-GSE-RNM-EFTE,New Maintenance,,,Approved
Premier,0QLWC000003DuD04AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuD14AK,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuD24AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuD34AK,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD34AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuD44AK,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD44AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuD54AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD54AO,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuD64AK,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD64AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuD74AK,01tWC00000DD1EUYA1,EFT BAM Module-RenewalMaintenance,GS-GSE-RRM-EBMM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD74AO,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuD84AK,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD84AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuD94AK,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUD94AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuDA4A0,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDA4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDa4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuDB4A0,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDB4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDb4AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuDC4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDC4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDc4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuDD4A0,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDD4A4,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDd4AO,01tWC00000DD1GHYA1,EFT Workspaces-RenewalMaintenance,GS-GSE-RRM-EWRM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuDE4A0,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDE4A4,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDe4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDF4A0,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDF4A4,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDf4AO,01tWC00000DD1CRYA1,DMZ Gateway Single Site-RenewalMaintenance,GS-GSE-RRM-DMRM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDG4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDG4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDg4AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDH4A0,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDH4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDh4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDI4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDi4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDJ4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDj4AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDK4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDk4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDL4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDl4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDM4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDm4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDN4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDn4AO,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDO4A4,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDo4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDP4A4,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDp4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDQ4A4,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDq4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDR4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDr4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDS4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDs4AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDT4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDt4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDU4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDu4AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDV4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDv4AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDW4A4,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDw4AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUDX4A4,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDx4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDx4AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDY4A4,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDy4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDy4AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDZ4A4,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuDz4AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUDz4AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE04AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE04AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE14AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE14AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE24AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE24AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE34AK,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE34AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE44AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE44AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE54AK,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUE54AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE64AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUE64AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE74AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUE74AO,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE84AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUE84AO,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuE94AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUE94AO,01tWC00000DD1ESYA1,EFT AWE Module-RenewalMaintenance,GS-GSE-RRM-EFTAW,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuEA4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Premier,0QLWC000003DUEA4A4,01tWC00000DD1CMYA1,DMZ Gateway Enterprise-RenewalMaintenance,GS-GSE-RRM-DMGA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEa4AK,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuEB4A0,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEb4AK,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuEC4A0,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEc4AK,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuED4A0,01tWC00000DD1FWYA1,EFT HTTP/S Module-RenewalMaintenance,GS-GSE-RRM-EFHT,Renewal Maintenance,,,Approved
Premier,0QLWC000003DuEE4A0,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEl4AK,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEm4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEn4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEo4AK,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEp4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEq4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEr4AK,01tWC00000DD1EqYAL,EFT Express ARM-RenewalMaintenance,GS-GSE-RRM-EFTEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEs4AK,01tWC00000DD1EoYAL,EFT Express-RenewalMaintenance,GS-GSE-RRM-EFEX,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEt4AK,01tWC00000DD1FyYAL,EFT SFTP Module-RenewalMaintenance,GS-GSE-RRM-EFTSF,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUEu4AO,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUEv4AO,01tWC00000DD1FfYAL,EFT OpenPGP Module-RenewalMaintenance,GS-GSE-RRM-EOPM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUEw4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEX4A0,01tWC00000DD1EFYA1,EFT ARM Module-RenewalMaintenance,GS-GSE-RRM-EFAR,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUEx4AO,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEY4A0,01tWC00000DD1EjYAL,EFT Enterprise-RenewalMaintenance,GS-GSE-RRM-EERM,Renewal Maintenance,,,Approved
Professional,0QLWC000003DUEy4AO,01tWC00000DD1EXYA1,EFT BAM Portal-RenewalMaintenance,GS-GSE-RRM-EFBA,Renewal Maintenance,,,Approved
Professional,0QLWC000003DuEZ4A0,01tWC00000DD1ELYA1,EFT ASM Module-RenewalMaintenance,GS-GSE-RRM-EFTAS,Renewal Maintenance,,,Approved
