
===== SHEET: Products (9441r x 23c) =====
Product SKU	Name	Software Product Master	GP Item Class	Tax Code	Price	Legacy Product?	Bundle?	Unit Label	Is Tiered Pricing	Experlogix Series	Family Unit (Software Product Family) (Product)	Solution Group Family (Software Product Family) (Product)	Product Brand Family (Software Product Family) (Product)	Product Family (Software Product Family) (Product)	Software Product Family	Product SKU (Software Product Family) (Product)	In Bundles	Required With Items	Approval Discount Fraction	Hardware	Regional Discounts	Term Length Discounts
Audit Journal Reporter	4
Audit Journal Reporter	4
Authority Swapper	48
Authority Swapper	48
BoKs Maintenance	8
BoKs Maintenance	8
Bytware Maintenance	9
Bytware Maintenance	9
Bytware Services	8
Bytware Services	8
CCSS Bundle	48
BUNDLE - Message, Monitor, Remote Control	48
CCSS Maintenance	14
CCSS Maintenance	14
CCSS Services	8
CCSS Services	8
CD Builder	3
CD Builder	3
Central Admin	4
Central Admin	4
Client Report Option	10
SEQUEL Client Report Option - New	4
SEQUEL Client Report Option - Old	2
Showcase Client Reporting	2
Showcase Client Reporting Host	2
Core Access Insight	4
Core Access Insight	4
Core IGA Maintenance	24
Core IGA Maintenance	22
Imprivata New Virtual Appliance	2
Core IGA Services	37
Core IGA Services	17
Ops Services	20
Customer Suite	40
CGI Suite	4
Costco Suite	4
EVRY Advanced Suite	4
EVRY Base Suite	4
EVRY Intermediate Suite	4
Gannett Suite	4
IFDS Suite	4
Mizuno Suite	4
NYK Suite	4
Paragon Suite	4
DeliverNow	32
DeliverNow	13
DeliverNow Base	2
DeliverNow CSV Converter	1
DeliverNow E-mail	1
DeliverNow Fax	1
DeliverNow FormDocs	1
DeliverNow FTP	1
DeliverNow HTML	1
DeliverNow iForms	1
DeliverNow iSeries Monitor	2
DeliverNow Lotus Notes	1
DeliverNow Sharepoint	2
DeliverNow Windows Monitor	1
WinSpool	2
WinSpool Electronic Forms	2
Deployment Bundle	2
Deployment Bundle	2
DetectIT	4
DetectIT	4
DetectIT Application System & Object Control	48
Application System & Object Control	48
DetectIT Compliance Center	52
Compliance Center for AIX	4
Compliance Center for i	48
DetectIT Menu & Application Program	48
Menu & Application Program	48
DetectIT Mutiple Systems Administrator	48
Multiple System Administrator	48
DetectIT Network Traffic Controller	48
Network Traffic Controller	48
DetectIT Powerful User Passport	48
Powerful User Passport	48
DetectIT Risk & Compliance Monitor	48
Risk & Compliance Monitor	48
DetectIT Security Audit & Detection	48
Security Audit & Detection	48
DetectIT User Profile Manager	48
User Profile Manager	48
Disk Space Manager	48
Disk Space Manager	48
Doc Management Bundle	7
DealerTrack Bundle	2
JDA Bundle	1
RJS Bundle	4
Doc Management Legacy Product	67
Doc Management Legacy Product	65
Email File Server	1
Miscellaneous - Doc Management	1
Doc Management Maintenance	6
Doc Management Maintenance	6
Doc Management Services	16
Doc Management Services	16
Document Management System	4
Document Management System	4
Easy View	48
Easy View	48
Email Utilities	9
DataExport	1
Email Report Server	4
POP/400 Email Retrieval API	2
SMTP/400 Email Send API	2
Enterprise Console	6
Enterprise Console	6
Enterprise Workflow	2
Enterprise Workflow	2
Esend	60
Esend Basic	28
Esend Full	32
Fortra Security Services	19
Fortra Security Services	19
Halcyon Exit Point Manager	48
Halcyon Exit Point Manager	48
Halcyon Legacy Product	87
Admiral Lite	4
Customized Env Code	4
DataGuard	4
GSM Antenna	4
GSM M20 Terminal Phn	4
GSM TC35 Terminal Ph	4
GSM TC65 Terminal Ph	4
Halcyon Legacy Product	1
High Availabilty Suite	4
HMM, HEP, HPM	4
Inactivity Monitor	4
Instant Alert	2
Message Communicator	4
Message Manager	4
Nokia 30 Terminal Ph	4
Nport 5110-UK	4
Object Monitor	4
OCTO Message Pager	4
Output Queue Monitor	4
Performance Monitor	4
Power HA Monitor	4
Restricted Tasks Manager	4
Screen Message Util	4
Halcyon Maintenance	15
Halcyon Maintenance	15
Halcyon Services	9
Halcyon Services	9
HA-MX Monitor	48
HA-MX Monitor	48
IBMi Integration	16
DataImport	2
iEncrypt	2
IFS Tools	2
iSeries Office Integrator	2
Native PCL to PDF Converter	1
PCL to PDF Converter	2
Report Splitter	3
RPG2SQL Integrator	2
IBMi Report Converter	18
AFP Converter	2
CSV Converter	4
HTML Report Converter	2
HTML to PDF Converter	2
PDF Converter	2
RAW Report Converter	2
RTF Report Converter	2
Text Report Converter (ASCII/ANSI/TXT/PRN)	2
IBMi Report Management	8
Batch Report Server	2
Domino Report Server	2
Enterprise Fax	2
Lotus Notes File Server	1
Web Report Server	1
iConnect	48
iConnect	48
iForms	8
iForms	8
Insite Analytics	20
Insite Analytics	20
InterMapper	265
Flows	42
InterMapper	184
RemoteAccess - Pooled	36
#N/A	3
Intermapper Maintenance	22
Intermapper Maintenance	8
Intermapper Maintenance Plus	7
Maintenance Plus - InterMapper	7
Intermapper Remote Access	34
RemoteAccess - Individual	34
InterMapper Services	10
InterMapper Services	10
Lvl1: Message Management Suite	48
Lvl1: Message Management Suite	48
Lvl2: Systems Operations Suite	48
Lvl2: Systems Operations Suite	48
Lvl3: Advanced Automation Suite	48
Lvl3: Advanced Automation Suite	48
Lvl4: Operations Center Suite	48
Lvl4: Operations Center Suite	48
Managed Security Services	22
Managed Security Services	22
Managed Security Services for IBM i	8
Managed Security Services for IBM i - Premium	6
Managed Security Services for IBM i - Standard	2
Managed Services	8
Managed Services	8
MessengerConsole	48
MessengerConsole	48
MessengerPlus	48
MessengerPlus	48
MQ Manager	48
MQ Manager	48
Network Server Suite	46
AIX on Power	4
Linux on Power	4
Network Server Suite	4
NSS - AIX	6
NSS - Linux	3
NSS - Linux Agents	3
NSS - SNMP Trap Receiver	4
NSS - VIOS	8
NSS - Web Application Monitor	4
NSS - Windows	3
NSS - Windows Agents	3
Password Reset Manager	48
Password Reset	48
PC Report Management	2
PDF Splitter	2
PeekPlus	48
PeekPlus	48
Performance Analyzer	52
Perf Analyzer GUI	4
Performance Analyzer	48
Performance Navigator	84
Capacity Planning with Performance Navigator	3
Performance Navigator	81
Powertech Antivirus	34
Powertech Antivirus - Linux / AIX	28
Powertech Antivirus - Solaris	4
Powertech Antivirus - x86 Linux	2
Powertech Antivirus for IBM i	58
Powertech Antivirus for IBM i	50
Powertech Antivirus for IBM i - Domino	8
Powertech Authority Broker for IBM i	48
Powertech Authority Broker for IBM i	48
Powertech Command Security for IBM i	50
Powertech Command Security for IBM i	50
Powertech Compliance Monitor for IBM i	52
Powertech Compliance Monitor Consolidator for IBM i	2
Powertech Compliance Monitor Endpoint for IBM i	2
Powertech Compliance Monitor for IBM i	48
Powertech Compliance Suite	4
Powertech Compliance Suite	4
Powertech Database Monitor for IBM i	192
Powertech Database Monitor for IBM i	48
Powertech Database Monitor for IBM i - PMRT	48
Powertech Database Monitor for IBM i - Rapid Validation	48
Powertech Database Monitor for IBM i - Read	48
Powertech Encryption for IBM i	123
Powertech Encryption for IBM i	39
Powertech Encryption for IBM i (Auto IFS Encryption Module)	28
Powertech Encryption for IBM i (Backup Encryption Module)	28
Powertech Encryption for IBM i (Field Encryption Module)	28
Powertech Exit Point Manager for IBM i	48
Powertech Exit Point Manager for IBM i	48
Powertech Identity & Access Manager (BoKS)	9
Powertech Identity & Access Manager (BoKS)	9
Powertech Identity Manager for IBM i	48
Powertech Identity Manager for IBM i	48
Powertech Maintenance	16
Powertech Maintenance	16
Powertech Multi-Factor Authentication for IBM i	10
Powertech Multi-Factor Authentication for IBM i	10
Powertech Password Self Help for IBM i	62
Powertech Password Self Help for IBM i	62
Powertech Policy Minder for IBM i	48
Powertech Policy Minder for IBM i	48
Powertech Risk Assessor for IBM i	50
Powertech Risk Assessor for IBM i	50
Powertech Security Auditor	62
Powertech Security Auditor	62
PowerTech Security Scan	4
Security Scan - Cross Platform	2
Security Scan - i	2
Powertech Services	66
Powertech Services	49
PowertechX Services	17
Powertech SIEM Agent for IBM i	50
Powertech SIEM Agent for IBM i	50
QMessageMonitor	48
QMessageMonitor	48
QRemoteControl	48
QRemoteControl	48
QSystemMonitor	48
QSystemMonitor	48
Query & Report Writer	6
Query & Report Writer	2
Showcase Repository	4
RACF Agents for ESM	4
RACF Agents for ESM	4
Record and Playback	48
Record and Playback	48
Resource Accountant	4
Resource Accountant	4
Robot Alert	48
Robot Alert	48
Robot Autotune	48
Robot Autotune	48
Robot Bundle	240
Bundle - Console & Alert	48
Bundle - Console, Alert & Network	48
Bundle - Schedule & Alert	48
Bundle - Schedule, Alert & Network	48
Bundle - Schedule, Alert & Replay	48
Robot Client	48
Robot Client	48
Robot Console	48
Robot Console	48
Robot CPA	48
Robot CPA	48
Robot HA	26
Robot HA	24
RSF-HA	2
Robot LPAR	24
LPAR	24
Robot Maintenance	19
Robot Maintenance	19
Robot Monitor	54
Monitor	48
Robot Monitor - AIX	2
Robot Monitor - Linux	2
Robot Monitor - VIOS	2
Robot Network	72
NETWORK-Alternative Host	24
NETWORK-Host	24
NETWORK-Node	24
Robot Referral Fee	1
#N/A	1
Robot Replay	48
Robot Replay	48
Robot Reports	48
Robot Reports	48
Robot Save	48
Robot Save	48
Robot Schedule	48
Robot Schedule	48
Robot Schedule Enterprise	60
Robot Schedule Enterprise	50
SCHEDULE Enterprise - Agent	10
Robot Schedule EnterpriseOne Interface	48
Robot Schedule EnterpriseOne Interface	48
Robot Security	4
Security	4
Robot Services	69
DR as a Service	5
Robot Services	64
Robot Space	48
Robot Space	48
Robot Transform	48
Robot Transform	48
Robot Trapper	52
Robot Trapper	52
Robot UPS	24
Robot UPS	24
RPG Toolbox	14
RPG Toolbox	14
RSA SecurID Agent for IBM i	48
Powertech RSA SecurID Agent for IBM i	48
RSF	3
... [truncated at 400 non-empty rows; sheet has 788 rows]
